Section,Question,Answer
General Finance,What is rupee depreciation?,Rupee depreciation means the rupee's value falls against foreign currencies like the US dollar. It makes imports costlier and can increase inflation.
General Finance,What is rupee appreciation?,Rupee appreciation means the rupee's value rises against other currencies. It makes imports cheaper and foreign travel more affordable.
General Finance,What is an economic recession?,"A recession is when the economy contracts — GDP falls for two consecutive quarters. Unemployment rises, businesses slow down, and consumer spending drops."
General Finance,What is economic growth?,"Economic growth is measured by the percentage rise in GDP. A growing economy means more jobs, higher incomes, and better living standards."
General Finance,What is stagflation?,"Stagflation is a rare economic situation with high inflation, slow growth, and high unemployment happening at the same time — very difficult to manage."
General Finance,What is a credit default swap?,"A CDS is a financial contract where the buyer pays a fee to the seller, who promises to compensate if a borrower defaults on a loan or bond."
General Finance,What is Basel III in banking?,"Basel III introduced stricter capital requirements, leverage ratios, and liquidity standards for banks worldwide after the 2008 global financial crisis."
General Finance,What is the money multiplier?,"The money multiplier shows how much money banks can create from a base amount through lending. If CRR is 4%, the multiplier is 25x."
General Finance,What is a financial bubble?,"A financial bubble is when asset prices rise far above their real value due to speculation. When confidence collapses, prices crash rapidly — like the dot-com or housing bubble."
General Finance,What is the repo rate effect on loans?,"When RBI raises the repo rate, banks borrow at higher cost, so they raise lending rates. This makes home loans and personal loans costlier for customers."
General Finance,What is repo rate effect on FDs?,"When RBI raises the repo rate, banks also tend to raise FD rates to attract deposits and fund their costlier lending, giving savers better returns."
General Finance,What is a foreign exchange rate?,A foreign exchange rate is the price at which one currency can be exchanged for another — like ₹84 per US dollar. It changes constantly with market forces.
General Finance,What is core inflation?,"Core inflation excludes food and fuel prices (which are volatile) to give a clearer picture of the underlying, persistent inflation trend in the economy."
General Finance,What is the fiscal deficit?,Fiscal deficit is the difference between what the government spends and what it earns (excluding borrowed money). It must borrow to finance this gap.
